track_name,latitude,longitude,color
CDT,31.5471191,-108.2966401,#00AA00
CDT,31.547201,-108.2967328,#00AA00
CDT,31.5473049,-108.2968101,#00AA00
CDT,31.5474629,-108.2969079,#00AA00
CDT,31.5477423,-108.2970452,#00AA00
CDT,31.5478959,-108.297107,#00AA00
CDT,31.5480027,-108.2971293,#00AA00
CDT,31.5480992,-108.2971414,#00AA00
CDT,31.5481928,-108.2971551,#00AA00
CDT,31.548263,-108.297186,#00AA00
CDT,31.5483596,-108.2972632,#00AA00
CDT,31.5484781,-108.2973817,#00AA00
CDT,31.548598,-108.2975259,#00AA00
CDT,31.5487077,-108.2976529,#00AA00
CDT,31.5488057,-108.297773,#00AA00
CDT,31.5488935,-108.2978984,#00AA00
CDT,31.5489681,-108.297991,#00AA00
CDT,31.5490515,-108.2980734,#00AA00
CDT,31.5491568,-108.298161,#00AA00
CDT,31.5493207,-108.2982932,#00AA00
CDT,31.5494918,-108.2984047,#00AA00
CDT,31.5496908,-108.2985249,#00AA00
CDT,31.5498561,-108.2986536,#00AA00
CDT,31.5500199,-108.2987635,#00AA00
CDT,31.5501632,-108.2988682,#00AA00
CDT,31.5503051,-108.2989729,#00AA00
CDT,31.55045,-108.2990707,#00AA00
CDT,31.5505567,-108.299124,#00AA00
CDT,31.5506928,-108.2991686,#00AA00
CDT,31.5508537,-108.299239,#00AA00
CDT,31.5511097,-108.2993729,#00AA00
CDT,31.5513686,-108.2994862,#00AA00
CDT,31.551471,-108.2995531,#00AA00
CDT,31.5515587,-108.2995926,#00AA00
CDT,31.5517021,-108.2996561,#00AA00
CDT,31.5518338,-108.2997024,#00AA00
CDT,31.5519566,-108.2997556,#00AA00
CDT,31.5520415,-108.2998106,#00AA00
CDT,31.5521643,-108.2999136,#00AA00
CDT,31.5522755,-108.2999925,#00AA00
CDT,31.5523589,-108.3000595,#00AA00
CDT,31.552454,-108.3001539,#00AA00
CDT,31.5525227,-108.3002517,#00AA00
CDT,31.55259,-108.3003822,#00AA00
CDT,31.5526441,-108.3004869,#00AA00
CDT,31.5526968,-108.300559,#00AA00
CDT,31.552767,-108.3006277,#00AA00
CDT,31.5528182,-108.3006912,#00AA00
CDT,31.5528504,-108.3007495,#00AA00
CDT,31.5528752,-108.3008508,#00AA00
CDT,31.5528987,-108.3009332,#00AA00
CDT,31.5529235,-108.3010345,#00AA00
CDT,31.5529308,-108.3011375,#00AA00
CDT,31.5529177,-108.3012147,#00AA00
CDT,31.5529016,-108.3012714,#00AA00
CDT,31.5529001,-108.3013143,#00AA00
CDT,31.5529162,-108.3013606,#00AA00
CDT,31.5529484,-108.3014001,#00AA00
CDT,31.5530244,-108.3014379,#00AA00
CDT,31.553099,-108.3014688,#00AA00
CDT,31.5531605,-108.3014842,#00AA00
CDT,31.5532512,-108.3014791,#00AA00
CDT,31.5533155,-108.3014567,#00AA00
CDT,31.5533755,-108.3014173,#00AA00
CDT,31.5534355,-108.3013795,#00AA00
CDT,31.5534984,-108.3013675,#00AA00
CDT,31.5535715,-108.3013709,#00AA00
CDT,31.5536403,-108.3013932,#00AA00
CDT,31.5537207,-108.3014464,#00AA00
CDT,31.5537895,-108.3014756,#00AA00
CDT,31.5538816,-108.3014928,#00AA00
CDT,31.5539709,-108.3015065,#00AA00
